H2H3encountersWins,3AllWins,3Wins,H2H3encountersLosses,3AllLosses,3Losses,H2H3encountersDraws,3AllDraws,3Draws,3FTGoals,3HTGoals,3Shots,3ShotsOnTarget,3Corners,3Fouls,3Yellows,3Reds,PtsDiff,result,BetResult
0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.5,0,0.166666667,0.333333333,0.407407407,0.428571429,0.212765957,0.352112676,0.578125,0.55,0.55,0.5,0.391480074,D,A
0.5,0.666666667,0.666666667,0.5,0.166666667,0.333333333,0,0.666666667,0.5,0.555555556,0.571428571,0.521276596,0.535211268,0.5625,0.5375,0.65,0.5,0.515479751,D,H
0.333333333,0.833333333,0.5,0.333333333,0.5,0.5,0.333333333,0.166666667,0.5,0.62962963,0.357142857,0.521276596,0.521126761,0.421875,0.2875,0.45,0.5,0.491471991,D,A
0.333333333,0.5,0.5,0.333333333,0.666666667,0.5,0.333333333,0.333333333,0.5,0.407407407,0.5,0.414893617,0.436619718,0.484375,0.5,0.55,0.833333333,0.448144855,D,A
0.333333333,0.666666667,0.833333333,0.333333333,0.5,0.166666667,0.333333333,0.333333333,0.5,0.481481481,0.5,0.361702128,0.38028169,0.515625,0.3875,0.2,0.5,0.493816183,A,A
0.333333333,0.166666667,0.833333333,0.333333333,0.666666667,0.333333333,0.333333333,0.666666667,0.333333333,0.444444444,0.428571429,0.478723404,0.535211268,0.453125,0.375,0.45,0.333333333,0.512812222,D,H
0.666666667,0.666666667,0.666666667,0.333333333,0.666666667,0.5,0,0.166666667,0.333333333,0.518518519,0.428571429,0.574468085,0.563380282,0.453125,0.625,0.75,0.333333333,0.565273624,D,H
0.666666667,0.5,0.833333333,0.333333333,0.5,0.166666667,0,0.5,0.5,0.666666667,0.714285714,0.659574468,0.633802817,0.453125,0.3125,0.55,0.5,0.599062323,H,H
0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,0.5,0.5,0.37037037,0.5,0.510638298,0.478873239,0.5,0.275,0.3,0.5,0.474011802,A,A
0.333333333,0.666666667,0.666666667,0.333333333,0.166666667,0.5,0.333333333,0.666666667,0.333333333,0.555555556,0.571428571,0.553191489,0.605633803,0.5,0.35,0.25,0.333333333,0.49510953,H,H
0.333333333,0.5,1,0.333333333,0.666666667,0.166666667,0.333333333,0.333333333,0.333333333,0.555555556,0.571428571,0.553191489,0.563380282,0.671875,0.525,0.45,0.5,0.60957077,H,H
0.333333333,0.333333333,0.5,0.333333333,0.833333333,0.5,0.333333333,0.333333333,0.5,0.555555556,0.714285714,0.436170213,0.450704225,0.390625,0.475,0.6,0.5,0.466979226,A,A
0.333333333,0.5,0.5,0.333333333,0.666666667,0.833333333,0.333333333,0.333333333,0.166666667,0.62962963,0.571428571,0.372340426,0.450704225,0.46875,0.4375,0.55,0.5,0.510953035,H,H
0,0.5,0.5,0.666666667,0.5,0.5,0.333333333,0.5,0.5,0.518518519,0.5,0.574468085,0.633802817,0.546875,0.3625,0.5,0.333333333,0.452671571,H,H
0,0.666666667,0.666666667,0.666666667,0.5,0.333333333,0.333333333,0.333333333,0.5,0.555555556,0.5,0.468085106,0.549295775,0.59375,0.4875,0.45,0.5,0.516288093,A,H
0.333333333,0.5,0.666666667,0.333333333,0.666666667,0.166666667,0.333333333,0.333333333,0.666666667,0.444444444,0.5,0.457446809,0.521126761,0.28125,0.3,0.45,0.5,0.42672379,A,A
0.333333333,0.833333333,0.833333333,0.666666667,0.5,0.333333333,0,0.166666667,0.333333333,0.518518519,0.428571429,0.595744681,0.549295775,0.765625,0.3625,0.55,0.5,0.510306362,A,H
0.333333333,0.666666667,0.5,0.666666667,0.5,0.666666667,0,0.333333333,0.333333333,0.518518519,0.571428571,0.765957447,0.816901408,0.578125,0.2,0.3,0.333333333,0.524209846,D,H
0,0.5,0.666666667,0.666666667,0.666666667,0.5,0.333333333,0.333333333,0.333333333,0.37037037,0.5,0.531914894,0.507042254,0.421875,0.4875,0.6,0.333333333,0.535445801,H,H
0.666666667,0.5,0.666666667,0.333333333,0.666666667,0.333333333,0,0.333333333,0.5,0.481481481,0.357142857,0.510638298,0.535211268,0.59375,0.4875,0.85,0.5,0.517419772,A,H
0.333333333,0.5,0.666666667,0.333333333,0.666666667,0.666666667,0.333333333,0.333333333,0.166666667,0.518518519,0.571428571,0.595744681,0.718309859,0.46875,0.4375,0.35,0.833333333,0.498666236,A,H
0,0.5,0.5,0.666666667,0.5,0.666666667,0.333333333,0.5,0.333333333,0.444444444,0.428571429,0.563829787,0.507042254,0.59375,0.5,0.35,0.5,0.494058686,H,H
0.333333333,0.333333333,0.666666667,0.333333333,0.666666667,0.166666667,0.333333333,0.5,0.666666667,0.444444444,0.5,0.531914894,0.605633803,0.578125,0.375,0.3,0.333333333,0.496322043,H,H
0,0.5,0.666666667,0,0.666666667,0.5,0,0.333333333,0.333333333,0.407407407,0.5,0.510638298,0.563380282,0.484375,0.55,0.45,0.5,0.514024735,D,A
0.5,0.5,0.5,0.5,0.333333333,0.333333333,0,0.666666667,0.666666667,0.518518519,0.571428571,0.446808511,0.394366197,0.3125,0.3,0.45,0.666666667,0.507638833,A,A
0.333333333,0.666666667,0.666666667,0.333333333,0.333333333,0.166666667,0.333333333,0.5,0.666666667,0.518518519,0.642857143,0.510638298,0.549295775,0.515625,0.4375,0.45,0.333333333,0.528979064,A,A
0,0.666666667,0.666666667,0.666666667,0.5,0.5,0.333333333,0.333333333,0.333333333,0.62962963,0.571428571,0.510638298,0.577464789,0.59375,0.5875,0.55,0.5,0.512812222,A,H
0.666666667,0.333333333,0.5,0.333333333,0.5,0.5,0,0.666666667,0.5,0.407407407,0.357142857,0.531914894,0.507042254,0.53125,0.475,0.7,0.666666667,0.404171045,A,H
0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.5,0.333333333,0.5,0.666666667,0.592592593,0.5,0.563829787,0.61971831,0.421875,0.475,0.55,0.5,0.435211381,D,H
0.666666667,0.666666667,0.666666667,0.333333333,0.166666667,0.333333333,0,0.666666667,0.5,0.481481481,0.5,0.531914894,0.507042254,0.296875,0.35,0.4,0.5,0.565920297,H,H
0.333333333,0.5,1,0.333333333,0.666666667,0.166666667,0.333333333,0.333333333,0.333333333,0.37037037,0.357142857,0.478723404,0.436619718,0.359375,0.4,0.5,0.5,0.498666236,D,A
0.666666667,0.666666667,0.5,0.333333333,0.666666667,0.333333333,0,0.166666667,0.666666667,0.555555556,0.5,0.5,0.535211268,0.515625,0.4625,0.65,0.5,0.572952874,H,H
0,0.5,0.5,0.666666667,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0.555555556,0.5,0.489361702,0.450704225,0.46875,0.35,0.35,0.333333333,0.497857893,D,A
0,0.5,0.666666667,0,0.5,0.333333333,0,0.5,0.5,0.555555556,0.571428571,0.553191489,0.577464789,0.453125,0.4875,0.5,0.5,0.480801875,A,H
0,0.666666667,0.666666667,0.666666667,0.333333333,0.5,0.333333333,0.5,0.333333333,0.37037037,0.428571429,0.436170213,0.521126761,0.546875,0.475,0.35,0.5,0.512812222,H,H
0.333333333,0.333333333,0.666666667,0.333333333,0.5,0.5,0.333333333,0.666666667,0.333333333,0.518518519,0.428571429,0.510638298,0.577464789,0.5625,0.525,0.85,0.5,0.47570932,A,H
0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.166666667,0,0.5,0.666666667,0.407407407,0.357142857,0.425531915,0.436619718,0.375,0.5375,0.55,0.5,0.4553391,H,H
0.333333333,0.5,0.333333333,0.666666667,0.5,0.666666667,0,0.5,0.5,0.37037037,0.428571429,0.553191489,0.563380282,0.640625,0.625,0.6,0.666666667,0.500444588,H,H
0,0.333333333,0.666666667,0,0.666666667,0.5,0,0.5,0.333333333,0.444444444,0.5,0.606382979,0.492957746,0.515625,0.4625,0.5,0.5,0.50893218,D,H
0.333333333,0.333333333,0.666666667,0.333333333,0.833333333,0.333333333,0.333333333,0.333333333,0.5,0.407407407,0.357142857,0.446808511,0.492957746,0.203125,0.4875,0.55,0.5,0.318567618,D,H
0.666666667,0.333333333,0.833333333,0.333333333,0.5,0.166666667,0,0.666666667,0.5,0.407407407,0.428571429,0.404255319,0.422535211,0.46875,0.3125,0.55,0.5,0.520491472,H,H
0.333333333,0.833333333,1,0.666666667,0.333333333,0.333333333,0,0.333333333,0.166666667,0.592592593,0.571428571,0.478723404,0.577464789,0.5,0.375,0.5,0.5,0.651604559,H,H
0.333333333,0.666666667,0.5,0.333333333,0.5,0.666666667,0.333333333,0.333333333,0.333333333,0.444444444,0.5,0.234042553,0.338028169,0.21875,0.4125,0.4,0.333333333,0.436100558,H,A
0.333333333,0.333333333,0.5,0.666666667,0.5,0.333333333,0,0.666666667,0.666666667,0.333333333,0.5,0.446808511,0.521126761,0.359375,0.3,0.6,0.5,0.404575216,H,A
0.5,0.666666667,0.833333333,0.5,0.333333333,0.5,0,0.5,0.166666667,0.703703704,0.785714286,0.755319149,0.718309859,0.578125,0.425,0.4,0.666666667,0.530353245,A,H
0.333333333,0.333333333,0.5,0.333333333,0.666666667,0.833333333,0.333333333,0.5,0.166666667,0.407407407,0.428571429,0.329787234,0.436619718,0.53125,0.4125,0.45,0.5,0.474900978,D,H
0.333333333,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.5,0.518518519,0.642857143,0.521276596,0.591549296,0.390625,0.4375,0,0.5,0.495594536,H,H
0.333333333,0.5,0.666666667,0.333333333,0.5,0.333333333,0.333333333,0.5,0.5,0.703703704,0.571428571,0.872340426,0.830985915,0.578125,0.3375,0.45,0.333333333,0.52121898,H,H
0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.5,0.333333333,0.5,0.666666667,0.444444444,0.357142857,0.436170213,0.535211268,0.4375,0.5,0.35,0.333333333,0.48953197,A,A
0,0.5,0.833333333,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.518518519,0.5,0.627659574,0.647887324,0.5,0.4875,0.6,0.5,0.499474578,D,H
0.666666667,0.5,0.666666667,0,0.5,0.5,0.333333333,0.5,0.333333333,0.518518519,0.5,0.478723404,0.507042254,0.515625,0.375,0.65,0.5,0.508204672,D,H
0.333333333,0.333333333,0.5,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.666666667,0.444444444,0.5,0.585106383,0.549295775,0.484375,0.525,0.15,0.5,0.437798076,H,H
0.666666667,0.5,0.5,0.333333333,0.833333333,0.333333333,0,0.166666667,0.666666667,0.444444444,0.5,0.5,0.591549296,0.5,0.5375,0.5,0.5,0.458491634,D,H
0.333333333,0.333333333,0.666666667,0.333333333,0.5,0.333333333,0.333333333,0.666666667,0.5,0.333333333,0.428571429,0.244680851,0.352112676,0.484375,0.6125,0.45,0.5,0.469242583,A,A
0.666666667,0.5,0.666666667,0.333333333,0.333333333,0.333333333,0,0.666666667,0.5,0.333333333,0.5,0.436170213,0.394366197,0.484375,0.4375,0.7,0.666666667,0.495594536,H,H
0.333333333,0.5,0.333333333,0.666666667,0.666666667,0.833333333,0,0.333333333,0.333333333,0.407407407,0.5,0.680851064,0.535211268,0.46875,0.4125,0.65,0.333333333,0.459461644,H,H
0,0.5,0.833333333,0.666666667,0.5,0.5,0.333333333,0.5,0.166666667,0.518518519,0.285714286,0.5,0.492957746,0.59375,0.45,0.5,0.5,0.435211381,H,H
0.333333333,0.5,0.333333333,0.333333333,0.5,0.5,0.333333333,0.5,0.666666667,0.518518519,0.642857143,0.436170213,0.521126761,0.34375,0.5,0.65,0.5,0.442405626,D,A
0.666666667,0.666666667,0.333333333,0.333333333,0.5,0.666666667,0,0.333333333,0.5,0.555555556,0.642857143,0.340425532,0.422535211,0.25,0.4,0.4,0.5,0.516288093,A,H
0,0.5,0.583333333,0,0.5,0.583333333,0,0.5,0.333333333,0.518518519,0.428571429,0.468085106,0.464788732,0.46875,0.225,0.3,0.5,0.519278959,H,H
0.333333333,0.666666667,0.833333333,0.333333333,0.333333333,0.166666667,0.333333333,0.5,0.5,0.407407407,0.357142857,0.617021277,0.605633803,0.703125,0.2625,0.45,0.5,0.525422359,D,H
0,0.5,0.666666667,0.5,0.666666667,0.5,0.5,0.333333333,0.333333333,0.518518519,0.5,0.468085106,0.450704225,0.359375,0.4625,0.35,0.333333333,0.461320831,D,A
0.666666667,0.666666667,0.666666667,0,0.5,0.5,0.333333333,0.333333333,0.333333333,0.444444444,0.5,0.404255319,0.492957746,0.453125,0.4375,0.5,0.333333333,0.46552421,A,H
0.333333333,0.666666667,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.666666667,0.481481481,0.285714286,0.617021277,0.521126761,0.578125,0.475,0.65,0.5,0.545711745,A,H
0.666666667,0.5,0.833333333,0.333333333,0.333333333,0.666666667,0,0.666666667,0,0.444444444,0.571428571,0.553191489,0.61971831,0.625,0.4375,0.4,0.5,0.51046803,D,H
0.666666667,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0,0.5,0.5,0.555555556,0.5,0.510638298,0.450704225,0.453125,0.575,0.85,0.5,0.538679169,A,H
0.333333333,0.5,0.666666667,0.333333333,0.5,0.166666667,0.333333333,0.5,0.666666667,0.555555556,0.642857143,0.478723404,0.521126761,0.203125,0.5375,0.45,0.333333333,0.520895643,H,H
0.333333333,0.833333333,0.833333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.37037037,0.285714286,0.404255319,0.492957746,0.484375,0.3625,0.2,0.5,0.574892895,D,H
0,0.333333333,0.5,0.666666667,0.666666667,0.5,0.333333333,0.5,0.5,0.407407407,0.357142857,0.531914894,0.450704225,0.46875,0.475,0.35,0.5,0.377091585,H,A
0,0.5,0.666666667,0,0.5,0.5,0,0.5,0.333333333,0.555555556,0.5,0.553191489,0.549295775,0.546875,0.3375,0.4,0.166666667,0.531484924,D,A
0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.592592593,0.571428571,0.574468085,0.563380282,0.53125,0.275,0.5,0.5,0.515156414,D,H
0.666666667,0.333333333,0.5,0.333333333,0.5,0.333333333,0,0.666666667,0.666666667,0.37037037,0.357142857,0.659574468,0.633802817,0.484375,0.425,0.6,0.5,0.549915124,H,H
0,0.666666667,0.666666667,0.666666667,0.5,0.333333333,0.333333333,0.333333333,0.5,0.518518519,0.5,0.468085106,0.507042254,0.421875,0.2375,0.6,0.5,0.498989572,H,H
0.333333333,0.5,0.833333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.481481481,0.571428571,0.20212766,0.323943662,0.359375,0.4375,0.4,0.333333333,0.496564546,A,H
0.666666667,0.5,0.666666667,0.333333333,0.5,0.166666667,0,0.5,0.666666667,0.62962963,0.714285714,0.755319149,0.661971831,0.578125,0.3125,0.45,0.5,0.570285345,A,H
0.333333333,0.5,0.666666667,0.333333333,0.333333333,0.166666667,0.333333333,0.666666667,0.666666667,0.481481481,0.428571429,0.446808511,0.464788732,0.46875,0.5375,0.55,0.5,0.573922884,D,H
0.333333333,0.333333333,0.5,0.333333333,0.666666667,0.666666667,0.333333333,0.5,0.333333333,0.407407407,0.571428571,0.234042553,0.309859155,0.359375,0.45,0.5,0.666666667,0.501414599,D,H
0.333333333,0.5,0.5,0.333333333,0.833333333,0.333333333,0.333333333,0.166666667,0.666666667,0.555555556,0.5,0.521276596,0.563380282,0.296875,0.3875,0.5,0.5,0.461078328,A,H
0.333333333,0.833333333,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.62962963,0.571428571,0.553191489,0.633802817,0.421875,0.325,0.35,0.5,0.473284294,H,H
0.333333333,0.666666667,0.5,0.333333333,0.5,0.333333333,0.333333333,0.333333333,0.666666667,0.555555556,0.714285714,0.489361702,0.647887324,0.46875,0.4875,0.65,0.666666667,0.512812222,A,H
0.666666667,0.666666667,0.666666667,0.333333333,0.666666667,0.333333333,0,0.166666667,0.5,0.481481481,0.428571429,0.329787234,0.38028169,0.28125,0.6875,0.55,0.5,0.507638833,H,H
0.666666667,0.5,0.666666667,0,0.5,0.333333333,0.333333333,0.5,0.5,0.444444444,0.571428571,0.510638298,0.521126761,0.515625,0.2875,0.35,0.333333333,0.504728801,H,H
0.333333333,0.666666667,0.5,0.666666667,0.333333333,0.333333333,0,0.5,0.666666667,0.62962963,0.357142857,0.64893617,0.661971831,0.765625,0.5,0.5,0.333333333,0.52275483,H,H
0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.5,0.333333333,0.5,0.666666667,0.407407407,0.428571429,0.361702128,0.352112676,0.53125,0.525,0.45,0.5,0.488238623,D,H
0.666666667,0.5,0.5,0.333333333,0.333333333,0.333333333,0,0.666666667,0.666666667,0.444444444,0.571428571,0.670212766,0.676056338,0.640625,0.4375,0.6,0.5,0.517743109,H,H
0.333333333,0.666666667,0.833333333,0.333333333,0.333333333,0.166666667,0.333333333,0.5,0.5,0.592592593,0.571428571,0.574468085,0.61971831,0.703125,0.375,0.25,0.666666667,0.574650392,H,H
0.333333333,0.333333333,0.5,0.333333333,0.666666667,0.5,0.333333333,0.5,0.5,0.37037037,0.357142857,0.414893617,0.422535211,0.296875,0.6125,0.75,0.5,0.377010751,H,H
0.333333333,0.5,0.5,0.666666667,0.333333333,0.666666667,0,0.666666667,0.333333333,0.518518519,0.5,0.212765957,0.352112676,0.34375,0.4375,0.55,0.666666667,0.442728963,A,A
0,0.5,0.666666667,0.666666667,0.5,0.333333333,0.333333333,0.5,0.5,0.555555556,0.642857143,0.425531915,0.450704225,0.34375,0.4,0.65,0.5,0.462371676,D,H
0.333333333,0.833333333,0.5,0.333333333,0.5,0.333333333,0.333333333,0.166666667,0.666666667,0.666666667,0.5,0.478723404,0.492957746,0.515625,0.375,0.35,0.333333333,0.528574893,D,H
0.5,0.666666667,0.833333333,0.5,0.333333333,0.166666667,0,0.5,0.5,0.666666667,0.785714286,0.531914894,0.549295775,0.640625,0.3375,0.6,0.666666667,0.545145906,H,H
0,0.666666667,0.75,0,0.5,0.5,0,0.333333333,0.25,0.481481481,0.357142857,0.531914894,0.605633803,0.484375,0.275,0.55,0.5,0.512246383,D,A
0.333333333,0.666666667,0.833333333,0.333333333,0.5,0.166666667,0.333333333,0.333333333,0.5,0.666666667,0.714285714,0.787234043,0.732394366,0.453125,0.5125,0.4,0.5,0.85942931,H,H
0,0.5,0.833333333,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0.407407407,0.428571429,0.627659574,0.647887324,0.578125,0.4125,0.45,0.5,0.496322043,D,H
0,0.5,0.5,0,0.666666667,0.5,0,0.333333333,0.5,0.592592593,0.642857143,0.478723404,0.521126761,0.53125,0.325,0.5,0.5,0.506992159,A,H
0,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,0.333333333,0.166666667,0.5,0.518518519,0.5,0.542553191,0.549295775,0.515625,0.525,0.35,0.333333333,0.52218899,H,H
0,0.5,0.666666667,0,0.5,0.5,0,0.5,0.333333333,0.666666667,0.5,0.755319149,0.690140845,0.53125,0.3625,0.3,0.5,0.58556301,H,H
0.666666667,0.5,0.5,0.333333333,0.333333333,0.333333333,0,0.666666667,0.666666667,0.518518519,0.5,0.563829787,0.535211268,0.3125,0.375,0.7,0.5,0.48953197,H,H
0.333333333,0.5,0.333333333,0.666666667,0.5,0.666666667,0,0.5,0.5,0.481481481,0.571428571,0.276595745,0.309859155,0.265625,0.3875,0.6,0.333333333,0.487349446,A,A
0.666666667,0.5,0.5,0.333333333,0.333333333,0.333333333,0,0.666666667,0.666666667,0.407407407,0.357142857,0.414893617,0.450704225,0.609375,0.2375,0.35,0.333333333,0.306199984,A,A
0,0.5,0.833333333,0,0.5,0.333333333,0,0.5,0.333333333,0.407407407,0.357142857,0.627659574,0.647887324,0.5625,0.325,0.4,0.5,0.508285506,D,H
0.5,0.333333333,0.5,0.5,0.666666667,0.333333333,0,0.5,0.666666667,0.444444444,0.285714286,0.776595745,0.746478873,0.703125,0.6125,0.4,0.5,0.509983025,A,H
0.666666667,0.333333333,0.333333333,0.333333333,0.5,0.5,0,0.666666667,0.666666667,0.37037037,0.428571429,0.712765957,0.591549296,0.515625,0.375,0.45,0.5,0.385498343,H,H
0,0.333333333,0.666666667,0.666666667,0.5,0.333333333,0.333333333,0.666666667,0.5,0.444444444,0.571428571,0.531914894,0.464788732,0.453125,0.3125,0.3,0.5,0.510306362,H,H
0,0.333333333,0.833333333,0.666666667,0.666666667,0.333333333,0.333333333,0.5,0.333333333,0.444444444,0.5,0.382978723,0.464788732,0.515625,0.6,0.5,0.5,0.518066446,H,H
0.333333333,0.666666667,0.833333333,0.333333333,0.333333333,0.166666667,0.333333333,0.5,0.5,0.555555556,0.642857143,0.563829787,0.492957746,0.5625,0.6625,0.65,0.333333333,0.623150917,H,H
0.333333333,0.333333333,0.666666667,0.666666667,0.5,0.166666667,0,0.666666667,0.666666667,0.333333333,0.357142857,0.457446809,0.450704225,0.625,0.2875,0.4,0.333333333,0.344757902,H,A
0.666666667,0.666666667,0.666666667,0.333333333,0.166666667,0.333333333,0,0.666666667,0.5,0.666666667,0.5,0.585106383,0.647887324,0.546875,0.25,0.55,0.333333333,0.498989572,H,H
0.333333333,0.5,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.37037037,0.285714286,0.617021277,0.605633803,0.671875,0.375,0.5,0.5,0.576832916,H,H
0,0.5,0.666666667,0,0.666666667,0.333333333,0,0.333333333,0.5,0.444444444,0.5,0.446808511,0.464788732,0.375,0.4625,0.6,0.5,0.505294641,D,H
0.333333333,0.666666667,0.833333333,0.333333333,0.833333333,0.333333333,0.333333333,0,0.333333333,0.592592593,0.642857143,0.457446809,0.521126761,0.484375,0.3875,0.4,0.5,0.555492685,H,H
0.333333333,0.5,1,0.333333333,0.5,0.333333333,0.333333333,0.5,0.166666667,0.444444444,0.285714286,0.553191489,0.464788732,0.703125,0.2375,0.55,0.666666667,0.748201439,H,H
0.666666667,0.5,0.833333333,0,0.5,0.333333333,0.333333333,0.5,0.333333333,0.518518519,0.714285714,0.489361702,0.450704225,0.46875,0.35,0.45,0.5,0.766227467,A,H
0.333333333,0.833333333,1,0.333333333,0.5,0.333333333,0.333333333,0.166666667,0.166666667,0.518518519,0.5,0.595744681,0.563380282,0.3125,0.425,0.45,0.5,0.631153504,H,H
0.333333333,0.333333333,0.5,0.333333333,0.666666667,0.5,0.333333333,0.5,0.5,0.481481481,0.571428571,0.595744681,0.690140845,0.421875,0.7,0.8,0.5,0.526149867,H,H
0,0.333333333,0.666666667,0,0.666666667,0.5,0,0.5,0.333333333,0.296296296,0.357142857,0.531914894,0.492957746,0.5,0.525,0.4,0.5,0.50432463,D,H
0.333333333,0.333333333,0.5,0.333333333,0.666666667,0.5,0.333333333,0.5,0.5,0.296296296,0.142857143,0.35106383,0.352112676,0.578125,0.325,0.3,0.5,0.479831865,A,H
0.666666667,0.833333333,0.833333333,0.333333333,0.166666667,0.333333333,0,0.5,0.333333333,0.518518519,0.642857143,0.553191489,0.478873239,0.453125,0.2125,0.3,0.5,0.597283971,D,H
0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.518518519,0.5,0.64893617,0.676056338,0.59375,0.4375,0.6,0.5,0.498262065,H,A
0.5,0.5,0.5,0.5,0.666666667,0.333333333,0,0.333333333,0.666666667,0.481481481,0.5,0.531914894,0.563380282,0.421875,0.6125,0.9,0.5,0.514671409,H,H
0.666666667,0.5,0.666666667,0,0.666666667,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.357142857,0.542553191,0.591549296,0.5625,0.4375,0.6,0.5,0.494705359,H,H
0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.833333333,0.5,0.444444444,0.5,0.468085106,0.38028169,0.34375,0.35,0.6,0.5,0.507072993,A,H
0.666666667,0.833333333,0.833333333,0.333333333,0.333333333,0.166666667,0,0.333333333,0.5,0.62962963,0.428571429,0.372340426,0.478873239,0.390625,0.55,0.5,0.5,0.494705359,D,A
0.333333333,0.333333333,0.833333333,0.666666667,0.666666667,0.166666667,0,0.5,0.5,0.407407407,0.571428571,0.255319149,0.253521127,0.5,0.575,0.55,0.5,0.475305149,A,H
0.333333333,0.333333333,0.5,0.333333333,0.833333333,0.5,0.333333333,0.333333333,0.5,0.333333333,0.357142857,0.64893617,0.633802817,0.53125,0.5375,0.75,0.5,0.530999919,H,H
0.666666667,0.166666667,0.5,0.333333333,0.666666667,0.5,0,0.666666667,0.5,0.296296296,0.357142857,0.393617021,0.366197183,0.5,0.45,0.5,0.333333333,0.539972516,D,H
0.666666667,0.333333333,0.5,0.333333333,0.833333333,0.333333333,0,0.333333333,0.666666667,0.37037037,0.5,0.340425532,0.338028169,0.578125,0.4625,0.5,0.5,0.492199499,H,H
0,0.5,0.75,0,0.666666667,0.416666667,0,0.333333333,0.333333333,0.333333333,0.428571429,0.446808511,0.38028169,0.453125,0.575,0.5,0.333333333,0.515722254,H,H
0.666666667,0.833333333,0.833333333,0.333333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0.62962963,0.785714286,0.372340426,0.535211268,0.546875,0.425,0.65,0.5,0.582410476,A,H
0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.5,0,0.5,0.333333333,0.222222222,0,0.595744681,0.591549296,0.4375,0.5,0.5,0.5,0.60957077,D,H
0.666666667,0.5,0.5,0.333333333,0.5,0.333333333,0,0.5,0.666666667,0.481481481,0.5,0.244680851,0.281690141,0.234375,0.3,0.35,0.5,0.46495837,D,A
0,0.5,0.666666667,0,0.5,0.5,0,0.5,0.333333333,0.62962963,0.714285714,0.659574468,0.718309859,0.53125,0.4875,0.55,0.5,0.532616603,H,H
0.333333333,0.5,0.5,0.666666667,0.666666667,0.333333333,0,0.333333333,0.666666667,0.481481481,0.428571429,0.872340426,0.830985915,0.546875,0.25,0.35,0.5,0.538274998,D,H
0,0.666666667,0.5,0,0.5,0.5,0,0.333333333,0.5,0.555555556,0.642857143,0.436170213,0.408450704,0.4375,0.4875,0.45,0.333333333,0.478861854,H,H
0,0.666666667,0.833333333,0,0.5,0.333333333,0,0.333333333,0.333333333,0.592592593,0.428571429,0.595744681,0.521126761,0.421875,0.625,0.5,0.5,0.509659688,D,H
0.333333333,0.666666667,0.666666667,0.333333333,0.5,0.333333333,0.333333333,0.333333333,0.5,0.37037037,0.5,0.35106383,0.436619718,0.1875,0.6625,0.65,0.666666667,0.538274998,A,H
0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0,0.5,0.5,0.333333333,0.214285714,0.329787234,0.394366197,0.25,0.4,0.65,0.5,0.512812222,D,A
0.666666667,0.666666667,0.833333333,0.333333333,0.333333333,0.166666667,0,0.5,0.5,0.666666667,0.571428571,0.64893617,0.704225352,0.609375,0.55,0.65,0.333333333,0.548460108,D,H
0,0.333333333,0.666666667,0.666666667,0.666666667,0.5,0.333333333,0.5,0.333333333,0.444444444,0.5,0.276595745,0.323943662,0.375,0.35,0.5,0.5,0.461159163,H,H
0,0.5,0.833333333,0,0.5,0.333333333,0,0.5,0.333333333,0.555555556,0.428571429,0.382978723,0.464788732,0.453125,0.425,0.65,0.5,0.519278959,A,H
0,0.5,0.5,0,0.666666667,0.5,0,0.333333333,0.5,0.444444444,0.5,0.446808511,0.492957746,0.453125,0.5,0.65,0.5,0.519359793,H,H
0.333333333,0.333333333,0.833333333,0.333333333,0.5,0.166666667,0.333333333,0.666666667,0.5,0.444444444,0.5,0.521276596,0.535211268,0.421875,0.5875,0.75,0.5,0.760811575,H,H
0,0.5,0.75,0,0.5,0.25,0,0.5,0.5,0.407407407,0.5,0.659574468,0.591549296,0.5625,0.2875,0.3,0.5,0.512812222,H,H
