Mgladbach3encountersWins,Leverkusen3encountersWins,Dortmund3encountersWins,Hoffenheim3encountersWins,Nurnberg3encountersWins,Hansa Rostock3encountersWins,Karlsruhe3encountersWins,Wolfsburg3encountersWins,Augsburg3encountersWins,Schalke 043encountersWins,Duisburg3encountersWins,Hamburg3encountersWins,FC Koln3encountersWins,Hannover3encountersWins,Kaiserslautern3encountersWins,Stuttgart3encountersWins,St Pauli3encountersWins,Ein Frankfurt3encountersWins,Freiburg3encountersWins,Bayern Munich3encountersWins,Mainz3encountersWins,Werder Bremen3encountersWins,Hertha3encountersWins,Bielefeld3encountersWins,Bochum3encountersWins,Cottbus3encountersWins,3AllWins,3Wins,Mgladbach3encountersLosses,Leverkusen3encountersLosses,Dortmund3encountersLosses,Hoffenheim3encountersLosses,Nurnberg3encountersLosses,Hansa Rostock3encountersLosses,Karlsruhe3encountersLosses,Wolfsburg3encountersLosses,Augsburg3encountersLosses,Schalke 043encountersLosses,Duisburg3encountersLosses,Hamburg3encountersLosses,FC Koln3encountersLosses,Hannover3encountersLosses,Kaiserslautern3encountersLosses,Stuttgart3encountersLosses,St Pauli3encountersLosses,Ein Frankfurt3encountersLosses,Freiburg3encountersLosses,Bayern Munich3encountersLosses,Mainz3encountersLosses,Werder Bremen3encountersLosses,Hertha3encountersLosses,Bielefeld3encountersLosses,Bochum3encountersLosses,Cottbus3encountersLosses,3AllLosses,3Losses,Mgladbach3encountersDraws,Leverkusen3encountersDraws,Dortmund3encountersDraws,Hoffenheim3encountersDraws,Nurnberg3encountersDraws,Hansa Rostock3encountersDraws,Karlsruhe3encountersDraws,Wolfsburg3encountersDraws,Augsburg3encountersDraws,Schalke 043encountersDraws,Duisburg3encountersDraws,Hamburg3encountersDraws,FC Koln3encountersDraws,Hannover3encountersDraws,Kaiserslautern3encountersDraws,Stuttgart3encountersDraws,St Pauli3encountersDraws,Ein Frankfurt3encountersDraws,Freiburg3encountersDraws,Bayern Munich3encountersDraws,Mainz3encountersDraws,Werder Bremen3encountersDraws,Hertha3encountersDraws,Bielefeld3encountersDraws,Bochum3encountersDraws,Cottbus3encountersDraws,3AllDraws,3Draws,3FTGoals,3HTGoals,3Shots,3ShotsOnTarget,3Corners,3Fouls,3Yellows,3Reds,PtsDiff,result,BetResult
0,0,0,-0.333333333,0,-2,-0.333333333,0.001042598,0,2.666666667,-2,-0.333333333,-3,-1.333333333,-0.002632308,-1,0.5,-0.333333333,1,0,0,0,0,-3,-1.333333333,-1.333333333,-0.333333333,0,1,0,-2.666666667,-1,0,0,-1.333333333,-0.002085195,-1,-1.333333333,0,0,0.333333333,1,-0.002770851,0.333333333,0.5,0.166666667,-1,1.666666667,1,0,-1.333333333,0,0,-0.333333333,1.666666667,-1.666666667,-0.333333333,0,1.333333333,1.333333333,0,0,0,0.002532023,2,0,0,1,1.333333333,0.333333333,0.004017733,0,-2,0.166666667,0,-0.333333333,-0.333333333,0,0.666666667,0,-0.333333333,0,0,0.333333333,-5,-1.333333333,-352,-93.33333333,-58.66666667,-480.3333333,13,0,-405,D,H
0,-0.001489425,0,0,-1.333333333,0,-3,1.666666667,1,-1.666666667,0,-1,0,0,0,-1.666666667,0,1,0,-0.00536193,1,-1,-3,-3,-2.666666667,-1,0,1.333333333,-1,0.012809056,-1.666666667,0,1.333333333,0,0.333333333,0,0,0.333333333,0.5,0,1,-1.333333333,0,0,0,0,0,0.014447423,-1,0,0,1.333333333,0,0,0.333333333,-0.333333333,0.333333333,-0.00655347,0.333333333,0,0,0,1.333333333,-0.333333333,0,0,-0.5,1,-0.333333333,1.333333333,0,0.333333333,0,-0.333333333,0,-0.008191838,0,1,3,0.333333333,1.333333333,0.333333333,-0.333333333,-1,6.666666667,-1.666666667,-377,-24,-140,-52,-3,0,-935,H,A
0,1,0,1,1,1.5,1.666666667,0,0,-0.008042895,-1.5,1,-1,0,3,2.666666667,0,-1,-1.666666667,-0.00536193,0,0,0,1.666666667,2.666666667,-1.666666667,0,1.666666667,0,-1.333333333,1.666666667,-1.333333333,-0.333333333,0,0,-0.333333333,0,0.008489723,0,-1.333333333,0,1,-3,-1.333333333,0,0.333333333,0,0.014447423,1,0,0,0,-0.333333333,0.333333333,-0.333333333,-0.333333333,0,0.333333333,-0.333333333,0.333333333,0,-0.5,-0.333333333,0.333333333,0,0.003723563,0.5,0.333333333,0.333333333,-0.333333333,0,0,0,0,0.333333333,-0.008191838,-0.333333333,0,0,-0.333333333,-0.333333333,0,1,0,-5.333333333,0,437.3333333,85.33333333,92,203,-6.666666667,0,89,H,H
0,1.333333333,-0.001936253,-1,0,0,0,2.666666667,1,1,-0.5,1,2.666666667,-0.000297885,-1,0,1.5,-2.666666667,1.666666667,1.666666667,1,0,0,0.333333333,1.666666667,1,1.666666667,1,-1,-0.333333333,-0.00536193,1.333333333,0,0,0,-1.333333333,0,-0.333333333,0.5,0,-1.333333333,0.003723563,0,-1.333333333,-0.5,1.333333333,0,-0.333333333,0,0.333333333,0,0,-0.333333333,-0.333333333,0,0,0.333333333,-1,0.011170688,-0.333333333,0,0,0,0,-1,0,0,-1,0,-0.003425678,1,1.333333333,0,0,-0.333333333,0,-1,-0.333333333,0,-1.666666667,0,0,-0.333333333,-1,-6.666666667,-1,-168,0,-81,165,-8.333333333,0,1245,H,H
1,0,-0.333333333,0,0,0,-1.333333333,-0.333333333,-0.003249391,0,-2,0,-1.333333333,-0.333333333,0,-0.333333333,0,-0.333333333,-0.333333333,0,1,0,-0.002906132,-0.333333333,-0.333333333,-0.333333333,0,0.333333333,-1.333333333,2,0.666666667,-0.833333333,-2.5,-0.5,-0.333333333,0,0,-2,0,-1.333333333,0.666666667,-0.333333333,0,-0.333333333,0,-0.333333333,0.166666667,-2,-0.333333333,-3,-0.000145307,0,-0.333333333,-1.333333333,-2.666666667,-1.333333333,-0.333333333,-3,-0.333333333,0.166666667,0.5,-0.5,0,-0.333333333,0.000812348,0,0,0.666666667,0,0.666666667,1,0,0,-0.333333333,0.166666667,0,-1.333333333,1,0.003632665,-1.333333333,-0.333333333,0,1.333333333,1,3,0.333333333,17,18.66666667,93.33333333,494.6666667,21,-1.333333333,-76,H,H
-0.333333333,-0.001489425,0,-1,0.333333333,-2,0.5,-3,-1,-1,-0.5,0,-0.003487358,1,-2.666666667,-1,-1.5,1.666666667,0,0.333333333,-1,0,0.333333333,0,0,1.666666667,0,0,2.666666667,0.012809056,1.666666667,0,0,0,-0.333333333,3,0,1,-0.5,1.333333333,0.000145307,0.333333333,0,0.333333333,0.5,-0.333333333,0.333333333,-1,0,1.333333333,1.333333333,-0.833333333,0,-0.333333333,1,1,-0.333333333,-0.00655347,-0.333333333,1,-0.333333333,0,-0.833333333,0,0,0,0,-1.333333333,0.003051439,-1.333333333,1.333333333,0,0,0,-0.333333333,0,0.333333333,-1.333333333,-3,0.166666667,0,-0.333333333,-0.333333333,-1,-10.66666667,-1.333333333,147,-45,48.33333333,212.3333333,11.66666667,-0.333333333,-580,A,A
1,0.333333333,0,0.333333333,0,0,0,0,0,-2.666666667,0,0.333333333,0.333333333,0,-0.002632308,1,1.5,0.333333333,0,1.333333333,0.003546099,0,0.333333333,0,0.5,0,0,0.333333333,-1,-1.666666667,1,0,-1.333333333,0,0,0,1,0.333333333,0,0,0,-1,-0.002770851,0,-0.5,-0.166666667,-0.333333333,-2.666666667,-0.003829787,0,0,0,0,0,-3,-0.333333333,0,0,-1,-1,1.333333333,0,0,0,-2,0.333333333,0,-1,-1,1,0.004017733,-0.333333333,0,-0.166666667,0.333333333,0,0.000567376,0,0.333333333,0,0.5,0,3,0,2.666666667,3,200,-6.333333333,44.33333333,-282.6666667,-4.333333333,-0.333333333,252,H,H
-1,0,0,0,-1.333333333,0.5,3,-1.333333333,0.5,1.333333333,2,-1,0,1.333333333,0,0.003872505,2,1,-0.011914894,0,0.333333333,0.333333333,1,0,0.833333333,3,0.333333333,0.333333333,0,0,-2.666666667,0,1.333333333,0.5,0,1,0,-2.666666667,0,1,-1,-1,-1,-0.002532023,-0.5,0,0.009929078,1.666666667,0,-1,0,0,0,0,0,-1.666666667,0.333333333,0,1.333333333,0,0,0,0,0.333333333,-0.5,0,0,0,0.333333333,-0.333333333,0.333333333,0.003127793,-0.5,-0.333333333,-0.000851064,-0.333333333,-0.333333333,0,-0.333333333,3,-0.166666667,0,-1,0,21.66666667,5.333333333,138.3333333,128,-37.33333333,507,8,0.333333333,352,H,H
0.333333333,-1.333333333,0.333333333,1.333333333,-0.007120023,1.5,0,-1,-0.5,-0.333333333,0,1,0,0,-1,-1,1.5,-0.333333333,1.333333333,0,0.333333333,-0.004319333,0,0,3,1.333333333,0,0,-1,0.333333333,-1.666666667,-1.333333333,0.004795118,0,-0.666666667,0,0,1,0,0,0,-1.666666667,0,0.333333333,-0.5,0,-1.333333333,0,0,0.00119154,0,-0.166666667,-0.333333333,0.333333333,-0.333333333,-0.333333333,0,1,0,0,3.10E-18,-0.5,0.333333333,0.333333333,0.5,0,0,-0.333333333,0,0.333333333,0.333333333,0,0,1,0,0,-1,0.007596068,0,0.833333333,-1.333333333,-2,1,1,10.66666667,2.666666667,-208,41.66666667,-37.33333333,420,0,0,671,A,H
-1,0,-1.333333333,-0.003484321,-1,2,-0.166666667,0.001042598,-0.5,-1,2,0.333333333,3,1.333333333,0,1.333333333,-0.5,-2.666666667,0.333333333,0,0,0.333333333,-1.333333333,1,1,-0.666666667,0.333333333,1,0,1.666666667,2.666666667,0.005807201,1.333333333,0,1.333333333,-0.002085195,1,1,0,-1,-0.333333333,-1,0.333333333,-1.333333333,0,0.333333333,0,0,0,-1,1.333333333,0,-1.333333333,0.333333333,0.333333333,-0.333333333,0.333333333,-0.333333333,0,-1.55E-18,-0.333333333,0,-0.5,0.002532023,-0.5,0,0,0,-1.333333333,-0.333333333,-1,0,1.5,0.333333333,-0.333333333,0,0,0,0,0,0.333333333,0,-2.666666667,0,-2.333333333,-1.666666667,-26.33333333,37.33333333,31,-264,-21.66666667,0,53,A,H
-0.004649811,0.333333333,0.333333333,-1,1,-2,-0.833333333,0,0,0,-0.5,0.00178731,1.666666667,1.333333333,1,-1,0,0,0,1.333333333,0,0,0,-0.833333333,-1.333333333,-0.833333333,1,1.666666667,-0.000581226,0,-1,1.333333333,-0.333333333,0,-0.333333333,0,1,0,-0.5,0.002085195,-0.333333333,0,0.333333333,0,1.5,0.333333333,0,-1,1,-1,0,0,1,0.166666667,-0.333333333,0,-0.001453066,-1,0,-0.333333333,0,0,0.5,0,-1,0,0,-0.00119154,0,-1.333333333,-1.333333333,0.333333333,-0.5,-0.333333333,0,-0.333333333,-0.333333333,0.333333333,0,0.166666667,0.333333333,0,0,-0.333333333,5.333333333,8,-657,-28.33333333,-57,-401.3333333,-2.333333333,0,1440,D,H
0,0,0.333333333,0,3,1.5,-1.666666667,0.333333333,-1,-1,-1.5,0,0,-0.000297885,1,0.003872505,-1.5,1.666666667,1,1.333333333,0,1,-1,0,0,-2.666666667,1,0.333333333,1,-1,1,0,-1.333333333,-0.5,0,0,0,0,0,-1.333333333,1,0.003723563,-0.333333333,-0.002532023,0.5,-0.333333333,-1.333333333,-2.666666667,-1.333333333,-0.333333333,0,0,0.333333333,0.333333333,-0.333333333,-1.333333333,-0.333333333,1,-1.333333333,0,-0.333333333,0,0.333333333,-0.333333333,1,0.333333333,0.5,1.333333333,-0.333333333,-0.003425678,0,0.003127793,0,0,0.333333333,0,1.333333333,0,0.333333333,0,-0.333333333,0.333333333,0,1,-13.33333333,-8,-280,-81.66666667,29,-38.33333333,5,-0.333333333,285,H,H
0,0.333333333,0,0,0,-1.5,1,0.001042598,1,-0.008042895,0,0,-1.666666667,-1,-0.333333333,-1,2,1,2.666666667,0.333333333,0,1,3,-1.666666667,-1,1.666666667,0,1.333333333,1,-1.666666667,-1.666666667,1,-1,0,-1.333333333,-0.002085195,-1,0.008489723,0,1,0.333333333,0,2.666666667,1.333333333,0,-0.333333333,-1.333333333,0,0,-0.333333333,-1.333333333,0,0.333333333,-0.333333333,0,-3,-0.333333333,0,0.333333333,-0.333333333,0.333333333,0.5,0.333333333,0.002532023,0,0.003723563,0,-0.333333333,0,0.333333333,-0.333333333,-0.333333333,-2,0,0,-0.333333333,0,0,-0.333333333,0.333333333,0,0,0,0.333333333,5.333333333,-1.333333333,0,-12,-21.33333333,-366.6666667,8,0,952,H,H
1,-1.333333333,0,0,0,-2,-3,0,-0.5,-1.333333333,-0.5,0,0,-0.333333333,-2.666666667,-1.666666667,-2,0,-0.011914894,-0.00536193,-0.333333333,-1.333333333,-2.666666667,-3,-2.5,-1.333333333,-1.333333333,0,-1,1.333333333,0,0,0,0,0,0.333333333,0,2.666666667,0,0.333333333,1,0,1.333333333,0.333333333,0.5,0,0.009929078,0.014447423,0,1.333333333,0.333333333,0,0,-0.333333333,1.333333333,0,0,0,0,0,0,0,0,-0.333333333,0.5,0,-0.5,-0.333333333,-0.333333333,0.333333333,0,0,0.5,0,-0.000851064,-0.008191838,0.333333333,0,0.333333333,0,0.5,0,0,0,0,1.666666667,-480,-181.3333333,-77,217,3,0.333333333,-1647,D,A
0,0,-0.333333333,0,0,0,1.333333333,0,0,1.333333333,0,0.00178731,0,0,0,1,-2,1.333333333,-1,0,0,-0.004319333,-1.666666667,1.333333333,-1.666666667,0,1.333333333,0,0,0,0,0,0,0,-1,0,0,-1,0,0.002085195,0,-1,-0.333333333,0,0.5,-0.333333333,1.333333333,0,0,0.00119154,0,-0.333333333,0.333333333,0,0,0,0,0,0.333333333,0,0,0,-0.333333333,0,0,-0.333333333,0,-0.00119154,0,1,1,-0.333333333,0.5,-1,-0.333333333,0,0,0.007596068,0.333333333,-1,0,0,-2.666666667,0,0,1.666666667,193.6666667,0,42.66666667,168,-16,0,-413,A,H
-0.333333333,-1.333333333,-0.001936253,-0.333333333,-3,-2,0,-1.666666667,-1,-1.333333333,2,-1.333333333,-1.666666667,-1,-0.333333333,0,-2,0,-2.666666667,-3,-1.333333333,-1.333333333,-0.002906132,0,-2.666666667,-1,-3,-3,1,0,-0.00536193,0,3,0.5,0.333333333,0,0,3,-0.5,1.333333333,0.333333333,0,0,1.333333333,0,-1,0.333333333,3,0.333333333,2.666666667,-0.000145307,0,0.333333333,1.333333333,3,3,0,2.666666667,0.011170688,0.333333333,0,0.5,-0.333333333,0.333333333,1,-0.333333333,-0.5,0,0,0.333333333,-0.333333333,-1.333333333,0,0.333333333,0.333333333,0,1,0,0.003632665,0,0.333333333,-0.333333333,0,0,-11.66666667,-3,-160,-121.3333333,23,95,5,1.333333333,-1716,A,A
-0.004649811,-0.333333333,-0.333333333,-0.333333333,-1,0,-0.5,0,0,1.666666667,0,-0.333333333,-3,-1.333333333,-0.002632308,0,0.5,-1.333333333,1,-1.333333333,0,0,-1.333333333,-0.5,0,-0.5,-1.333333333,-0.333333333,-0.000581226,2.666666667,0,-1,1.333333333,0,0,0,-1,-0.333333333,0,0,0.333333333,1,-0.002770851,0,-1.5,0.166666667,-1,2.666666667,0,0,0,0,-1.333333333,-0.5,1.333333333,0,-0.001453066,-0.333333333,1,1.333333333,-0.333333333,0,-0.5,0,2,0,0,1,1.333333333,0.333333333,0.004017733,0,0,0.5,0,0,0,0,0.666666667,-0.5,-0.333333333,0,0,1,-10.66666667,-5,-137.6666667,0,9.333333333,704,18.33333333,0.333333333,-1525,A,A
-0.666666667,-0.001489425,0,1.333333333,0,2,0,2,-0.003249391,1.333333333,0.5,0.333333333,0.333333333,0.333333333,3,1.333333333,2,1.333333333,1.333333333,0,0.333333333,0.333333333,0,0,0.333333333,0.333333333,0,0.333333333,0.333333333,0.012809056,0.333333333,-0.5,0.833333333,0,0.333333333,0,0,-0.666666667,0.5,0,0.333333333,0,0,-1,0,0.333333333,-0.5,0.333333333,0.333333333,0,0,1.333333333,0,0.333333333,0.333333333,0,0.333333333,-0.00655347,0.333333333,-0.166666667,-0.166666667,0,1.333333333,0,0.000812348,0,0,0.333333333,0,0.333333333,-2,0.333333333,0,0,-0.166666667,0.333333333,0,0.333333333,2,0.333333333,1.333333333,0.333333333,-1.666666667,-1,-2.333333333,-1,-128,25,-29,-101,-9,0.333333333,637,H,H
0,0,0,-0.333333333,-0.007120023,0.5,-0.5,1.333333333,-0.5,0,0.5,0,-0.003487358,-1.333333333,1,1,0,-2.666666667,-1.333333333,-0.333333333,-0.333333333,0,2.666666667,0,-0.333333333,-2,-0.333333333,0,-1.666666667,-0.333333333,0,1.333333333,0.004795118,0,2,-2.666666667,0,-1,0.5,-1,0.000145307,2.666666667,0.333333333,-0.333333333,0,0.333333333,1,1,0,-1,-1.333333333,0,0.333333333,0,0,0,0.333333333,0.333333333,0,-1,3.10E-18,0.5,-0.5,0,0.5,0.333333333,0,0.333333333,0.003051439,0,-1.333333333,0,0,0.333333333,0.333333333,0,1,0.333333333,0,0,0,2,0.333333333,0,-1.333333333,-0.333333333,-46.66666667,-5.666666667,-67.66666667,544,11,-0.333333333,-92,H,H
0,-0.333333333,1.333333333,-0.003484321,1,0,0.5,0,0.5,1,0,-0.333333333,-0.333333333,0,-1,-1.333333333,-1.5,2.666666667,-1.333333333,-1.333333333,0.003546099,-0.333333333,1,2,-0.166666667,2,-0.333333333,0,0,0,-1,0.005807201,0,0,0,0,-1,0,0,1,0,1,-0.333333333,1,0,-0.333333333,1.333333333,1,-0.003829787,1,0,0,1.333333333,0,0.333333333,-1.333333333,0,0.333333333,-0.333333333,-1.55E-18,-1,0,0.5,0,0.5,-0.333333333,0,0,1,-1,1.333333333,0.333333333,0.5,-0.333333333,0,0.333333333,0.000567376,0,-1,0,-0.5,0,0,2.666666667,-3,-7,-364,-10.33333333,-23,826.6666667,31.66666667,0,96,D,H
1,-1.333333333,0,0,-0.007120023,-0.5,0,-0.333333333,-0.003249391,-0.333333333,-0.5,-0.333333333,-1.333333333,0,-1.333333333,-1.333333333,-0.5,-0.333333333,0,0,1,-0.333333333,-3,0,0,0,-0.333333333,1,-1.333333333,1,-2,-0.833333333,0.004795118,0,-2,-0.333333333,0,0.666666667,-0.5,-0.333333333,0.666666667,-3,-0.333333333,1,-0.5,-0.333333333,-0.833333333,-0.333333333,-0.333333333,-0.333333333,0,-0.5,-0.333333333,0,-1,-1.333333333,-0.333333333,-0.333333333,0,0.166666667,3.10E-18,-0.5,0,0,0.000812348,-0.333333333,0,0.666666667,0,1,2,-0.333333333,0,-0.333333333,0.166666667,-0.333333333,-1.333333333,0.666666667,1,-0.5,-1.333333333,-2,1.333333333,0.333333333,4,1,-41.33333333,13.33333333,0,70.66666667,11,0,-152,D,H
-0.333333333,1.333333333,0,-1,0,-2,-0.833333333,-0.333333333,1,-1,-0.5,0.00178731,-0.003487358,1.333333333,0,-1,0.5,1.666666667,1,0.333333333,0,0,-1,-1.333333333,-1,0.666666667,0,0,2.666666667,0,1.666666667,0,1,0,-0.333333333,2.666666667,0,1,-0.5,0.002085195,0.000145307,0,0,0,0,0,-1,-1,0,0,1.333333333,0.5,-0.333333333,-0.333333333,1,0.333333333,-0.333333333,-1.333333333,-0.333333333,1,-0.333333333,0,0.5,-0.333333333,-1,0,0,-0.00119154,0.003051439,-1.333333333,0,0.333333333,-0.5,-0.333333333,0,0,0,0,-0.333333333,0.166666667,1.333333333,0,-0.333333333,-1,-4,-2.666666667,23.66666667,0,-68,-1064.333333,-2.333333333,0.333333333,47,A,A
-1,1.333333333,0,1.333333333,1,2,3,1,1,-1.666666667,0.5,1.333333333,0.333333333,0.333333333,-0.002632308,2.666666667,1.5,0.333333333,1.666666667,-0.00536193,0,1,3,3,3,1.333333333,0.333333333,3,1,-3,2.666666667,-0.333333333,-1.333333333,0,0,-0.333333333,0,0.333333333,0,-0.333333333,0,0,-0.002770851,-0.333333333,-0.5,-0.166666667,-0.333333333,0.014447423,0,-0.333333333,0,0,0,0.333333333,0,-0.333333333,0,0.333333333,-1.333333333,-1,0.333333333,0,0,0,-2,0,0.5,-1,-1,-0.333333333,0.004017733,-0.333333333,0,-0.166666667,0,-0.008191838,0,0,-1,0,0,0,-1,-1.333333333,4,-0.333333333,234.6666667,76,121,-291,-18.33333333,-0.333333333,1357,H,H
0,-0.001489425,-0.001936253,-1,3,0,1.333333333,0,0,0,-0.5,1,2.666666667,1,-2.666666667,-1,0,-1,1.666666667,3,0,1,0.333333333,0.333333333,2.666666667,1,2.666666667,1.333333333,0,0.012809056,-0.00536193,1.333333333,-1.333333333,0,-0.333333333,0,0,-0.333333333,0,0,-1.333333333,0.333333333,0,0,0,1,0,-1.333333333,-0.333333333,0.333333333,0.333333333,-1.333333333,0,-0.333333333,0,0,0,-0.00655347,0.011170688,-0.333333333,-0.333333333,0,-1,0,0,0.333333333,0.5,-1,0,-1.333333333,1.333333333,1,0,0,-0.333333333,-0.333333333,0.333333333,-1.333333333,-2.666666667,1,-1.333333333,0,-1.333333333,-2.666666667,21.33333333,2.333333333,458.6666667,117,-17.33333333,-306.6666667,-5,-0.333333333,888,H,H
1,0.333333333,-0.333333333,0,-2.666666667,-2,-1.333333333,0,0,0,-0.5,0,0,-0.000297885,0,1,1.5,-2.666666667,0,0,0.003546099,-1,0,0,-0.833333333,-0.333333333,-1,1,-1,1,0,0.333333333,0,0,0,-1,1,0,0,0.333333333,-1,0.003723563,0.333333333,-1,-0.5,0.333333333,0,0,-0.003829787,0.333333333,-0.333333333,0,-0.333333333,-0.333333333,0.333333333,0,0,-1.333333333,0.333333333,-0.333333333,1.333333333,0,-0.333333333,0.333333333,-1,0,-0.5,-1,0.333333333,-0.003425678,-0.333333333,0,0,0.333333333,0,0,0.000567376,0,1,-3,0.5,-0.333333333,0,-1,10.66666667,5,513,86.66666667,-8.333333333,-663,-6.666666667,0,-416,D,H
-0.004649811,0,0.333333333,0,1,-0.5,-0.833333333,0,-1,-0.008042895,-2,0,1.666666667,1,0.333333333,0,-2,0,-2.666666667,1,0,-1,-1.666666667,-0.833333333,-0.333333333,-2.5,0,0,-0.000581226,-1,-1,0,-0.333333333,0,0,0,1,0.008489723,0,-1,-0.333333333,0,-1.666666667,-1,2,0.333333333,1.333333333,-1,1,0.333333333,0,0,1,0.5,0,-0.333333333,-0.001453066,0.333333333,0,0,0,-0.5,0.166666667,0,0,0.003723563,0,0.333333333,0,-0.333333333,0,0.333333333,0,-0.333333333,0,0,-0.333333333,0,0.333333333,0.166666667,0,0,0,0.333333333,-9.333333333,2.666666667,-140,-9,-140,-470.3333333,-5.333333333,0,-81,H,H
0.333333333,0,-0.333333333,1.333333333,0,0.5,1.666666667,-1.333333333,1,1.333333333,0,0.333333333,-1,1,0.333333333,0.003872505,2,1,0,0,0.333333333,0.333333333,-0.002906132,-0.333333333,1,2.666666667,0,0,-1,1.333333333,0,-1.333333333,-1.666666667,0,-0.333333333,1.333333333,0,-2.666666667,0,0,0,0,0.333333333,-0.002532023,0,0,1,0,1,-2.666666667,-0.000145307,0,-0.333333333,-1.333333333,-1.666666667,1,0,-2.666666667,1,0,0.333333333,-0.5,0,0,-1,0,0,-0.333333333,0.333333333,-0.333333333,-0.666666667,0.003127793,0,-0.333333333,-0.333333333,0,-1.333333333,0.333333333,0.003632665,1.666666667,0,0,0.333333333,-1,2.666666667,0.333333333,-114.6666667,53.66666667,0,-103,8,0,129,H,H
-1,0,-1,-0.003484321,-1,2,-0.5,0,-0.5,-1.333333333,0.5,1.333333333,1.333333333,0,0,0.333333333,1.5,-3,1.333333333,0,0,-0.004319333,1.666666667,-2,2.666666667,-0.666666667,0,1,0,-1,1,0.005807201,0.333333333,0,1.333333333,0,0,1,0.5,-1,0,0,0.333333333,-1,0,0.333333333,-1.333333333,0,-1,0.00119154,0,0.333333333,-1.333333333,0.333333333,-0.333333333,-1.333333333,0.333333333,1,0,-1.55E-18,0,0,-0.166666667,0,0.5,0.333333333,0,-0.333333333,-1.333333333,0,-1,0,-0.5,1.333333333,0,0,0.333333333,0.007596068,-0.333333333,1.333333333,0,0,1.666666667,0.333333333,0,1,161,0,8,-185,-5.666666667,0,448,D,H
-1,0,0,-1,-1,2,0.333333333,0.001042598,-0.5,0.333333333,2,-1,2.666666667,1.333333333,0,0,0,0,-0.011914894,0,0.333333333,0.333333333,-0.333333333,3,0.833333333,1.333333333,0,1.333333333,0,1.666666667,0,0.333333333,1.333333333,0,1.333333333,-0.002085195,1,-2.666666667,0,0,-1.333333333,-1,-1,-0.333333333,-0.5,0,0.009929078,-1.666666667,-1,-1,1,0,0,0.333333333,0,-1.333333333,0.333333333,-0.333333333,0,0,-0.333333333,0,0,0.002532023,-0.5,0.333333333,0,0.333333333,0,-0.333333333,0.333333333,0.333333333,1.5,0,-0.000851064,0.333333333,0,0,0,0,-0.166666667,0,0,0,-5,-0.333333333,-25,-35,168,-68,-3,-0.333333333,287,H,H
1,0,-0.333333333,0,1,-2,0,1,0.5,0,-0.5,0,-1,0,0,1,-2,0.333333333,-0.011914894,0,-0.333333333,-0.004319333,-2.666666667,0,-2.5,-1.333333333,0.333333333,0.333333333,0,1,1.666666667,-0.333333333,-0.333333333,0,-1.333333333,0,0,1.666666667,-0.5,0,1,0,1,0,0.5,0,0.009929078,1.666666667,1,0.00119154,0.333333333,-0.333333333,0,-0.333333333,1,-1,-0.333333333,-1,0,0.333333333,0,0,-0.333333333,-0.333333333,-0.5,-0.333333333,0,0,0,0,-0.333333333,-0.333333333,0.5,-1,-0.000851064,-0.333333333,0,0.007596068,0.333333333,-1.333333333,0.5,0,-1.333333333,0,2.666666667,0,-148,-7,7,60,-16,0.333333333,-705,D,A
1.333333333,-1.333333333,0,-0.333333333,0,0,-0.5,0.333333333,-1,2.666666667,0,-1.333333333,-0.003487358,-1.333333333,-0.002632308,0,0,-3,0,0,0,0,-0.333333333,0,-0.333333333,-2,0,0,-2.666666667,2.666666667,-2.666666667,0.333333333,0,0,0,-2.666666667,0,-1.333333333,0,0,0.000145307,1,-0.002770851,0,0,0.5,0,1,1,-1,-1.333333333,-0.5,0,0,-3,-1.333333333,0,0,1.333333333,0,0,0,-0.5,0.333333333,2,0,0,1.333333333,0.003051439,0.333333333,0.004017733,0,0,0.5,0,-0.333333333,-0.333333333,0.333333333,1,-0.5,-1.333333333,0,3,2.666666667,2.666666667,0,775,121.3333333,44,368,0,0,-117,A,H
0,-1.333333333,0,0,-1,0,-1.666666667,-1,-1,0,0,0.00178731,0,-0.333333333,-1,-1.666666667,-2,1,-2.666666667,-0.00536193,0,-1,-1.666666667,-1.666666667,-1.666666667,0,-1,0,-1,0.333333333,-1.666666667,0,0.333333333,0,0.333333333,0.333333333,0,0,0.5,0.002085195,1,-1,-0.333333333,0.333333333,0.5,-0.333333333,1.333333333,0.014447423,-1,1.333333333,0,0,0.333333333,0,0,-1,0.333333333,1,0.333333333,0,0,0,0,0,1,0,-0.5,-0.00119154,-0.333333333,1.333333333,1.333333333,0,0.5,0,0,-0.008191838,0.333333333,-0.333333333,0.333333333,0.333333333,0,0,0.333333333,0.333333333,-6.666666667,1.333333333,58.66666667,13,15,583.6666667,2.666666667,-0.333333333,-1116,D,A
