Mgladbach3encountersWins,Leverkusen3encountersWins,Dortmund3encountersWins,Hoffenheim3encountersWins,Nurnberg3encountersWins,Hansa Rostock3encountersWins,Karlsruhe3encountersWins,Wolfsburg3encountersWins,Augsburg3encountersWins,Schalke 043encountersWins,Duisburg3encountersWins,Hamburg3encountersWins,FC Koln3encountersWins,Hannover3encountersWins,Kaiserslautern3encountersWins,Stuttgart3encountersWins,St Pauli3encountersWins,Ein Frankfurt3encountersWins,Freiburg3encountersWins,Bayern Munich3encountersWins,Mainz3encountersWins,Werder Bremen3encountersWins,Hertha3encountersWins,Bielefeld3encountersWins,Bochum3encountersWins,Cottbus3encountersWins,3AllWins,3Wins,Mgladbach3encountersLosses,Leverkusen3encountersLosses,Dortmund3encountersLosses,Hoffenheim3encountersLosses,Nurnberg3encountersLosses,Hansa Rostock3encountersLosses,Karlsruhe3encountersLosses,Wolfsburg3encountersLosses,Augsburg3encountersLosses,Schalke 043encountersLosses,Duisburg3encountersLosses,Hamburg3encountersLosses,FC Koln3encountersLosses,Hannover3encountersLosses,Kaiserslautern3encountersLosses,Stuttgart3encountersLosses,St Pauli3encountersLosses,Ein Frankfurt3encountersLosses,Freiburg3encountersLosses,Bayern Munich3encountersLosses,Mainz3encountersLosses,Werder Bremen3encountersLosses,Hertha3encountersLosses,Bielefeld3encountersLosses,Bochum3encountersLosses,Cottbus3encountersLosses,3AllLosses,3Losses,Mgladbach3encountersDraws,Leverkusen3encountersDraws,Dortmund3encountersDraws,Hoffenheim3encountersDraws,Nurnberg3encountersDraws,Hansa Rostock3encountersDraws,Karlsruhe3encountersDraws,Wolfsburg3encountersDraws,Augsburg3encountersDraws,Schalke 043encountersDraws,Duisburg3encountersDraws,Hamburg3encountersDraws,FC Koln3encountersDraws,Hannover3encountersDraws,Kaiserslautern3encountersDraws,Stuttgart3encountersDraws,St Pauli3encountersDraws,Ein Frankfurt3encountersDraws,Freiburg3encountersDraws,Bayern Munich3encountersDraws,Mainz3encountersDraws,Werder Bremen3encountersDraws,Hertha3encountersDraws,Bielefeld3encountersDraws,Bochum3encountersDraws,Cottbus3encountersDraws,3AllDraws,3Draws,3FTGoals,3HTGoals,3Shots,3ShotsOnTarget,3Corners,3Fouls,3Yellows,3Reds,PtsDiff,result,BetResult
-1,1.333333333,-0.001936253,0,-0.5,0,-0.5,0,0,0,-0.5,0,0,-0.000297885,0,2.666666667,0,-0.5,0,-0.333333333,0,0,0,0,0,2.666666667,-1,0.333333333,0,-3,-0.00536193,1,0.5,0,0.5,1.5,0,0,0.5,1.5,0,0.003723563,0,-0.333333333,0,0,0,-1,0,0,0,0,-0.5,-0.333333333,0,-1,0,0.333333333,0.011170688,0,0,0,0,-0.5,0,0,0,-0.5,0,-0.003425678,0,-0.333333333,0,1.5,0,1.333333333,0,0,0,0,0.5,-0.333333333,0.333333333,0,4.333333333,-1.666666667,299,34.66666667,14.66666667,152,-3.666666667,0,72,D,H
0,0,-0.666666667,0,1.5,-1.5,0,0.001042598,0,-0.008042895,0,0.166666667,-1,0.833333333,0,0,0,1,0,0,0,-0.5,2,1.5,3,-1.5,0,1,0,0,0,0,-0.5,0,-2.5,-0.002085195,0,0.008489723,0,0,1,0,0,-0.5,0,0,0,0,0,0.333333333,-0.333333333,-0.5,-1.333333333,0.5,0,-0.333333333,0,0,0.333333333,0,0,0.5,0.5,0.002532023,0,0.003723563,0,-0.833333333,0,-0.166666667,0,0.5,0,-1,0,0,0,0.833333333,-1.333333333,0,-0.333333333,0,0,0,-6.666666667,-2.333333333,-25,-32,21.33333333,-35.66666667,2.333333333,1,40,D,H
0,1.666666667,0.333333333,0,0.5,2,1.666666667,-0.833333333,0,0.5,0,-0.5,1,0.833333333,0,0.5,0,0.5,0,-0.00536193,0,-0.166666667,1.333333333,0.666666667,-0.011205674,0.166666667,0,1,0,-1.333333333,-0.5,0,0,-2,-0.333333333,0,0,-3,0,-0.5,0,-0.166666667,0,0,0,0,0,0.014447423,0,0.333333333,-0.5,-0.333333333,-0.003262411,0.5,1,0,0,0,0.833333333,0,-1.5,0,-0.333333333,0.166666667,0,0.5,0,3,0,0,0,-0.5,0,-1.5,0,-0.008191838,0,-0.166666667,-0.166666667,0,0.006808511,-1.333333333,-0.333333333,-0.333333333,0,-1.333333333,-377.6666667,-152,-129,-458.3333333,-25.66666667,-0.333333333,39,D,H
-1,-0.001489425,-0.5,1,1.5,2,0,0.166666667,0,0.5,-1.5,0,0,2.5,0,-0.666666667,0,-0.333333333,0,0,0,0,-0.002906132,0.166666667,0.833333333,0.5,1,-1,0,0.012809056,1.333333333,0,-0.5,-0.5,-0.5,0,0,-2,0.5,0.833333333,0,0,0,0.333333333,0,0.666666667,0,0.666666667,0,0,-0.000145307,0.166666667,0.333333333,-1.333333333,0,1,0,-0.00655347,-0.166666667,0,0,-0.5,0.5,-0.833333333,0,0.5,0,-0.166666667,0,-0.5,0,0,0,0,0,-0.333333333,0,0,0.003632665,-0.333333333,-0.5,0.166666667,-0.333333333,0,24,11.66666667,151.6666667,65,-16,-72,-8,0.333333333,80,A,H
-0.004649811,0,0,0,0,0,-1,0,0,-1,0,0,-0.003487358,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.333333333,0,-0.000581226,0,0,1,0,0,0,-1,0,0,0,1,0.000145307,1,0,1,0,0,0,-1,0,0,1,-1,0,0,1.666666667,0,-0.001453066,0,0,0,0,0,0,0,0,0,0,0,0.003051439,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-0.333333333,-128,-6.333333333,-10.33333333,-68,0,0,-40,A,H
1,-1.666666667,-0.5,-1,0,-1.5,0.833333333,0.5,0,-0.333333333,1.5,-1.5,0,-0.166666667,0,0.003872505,0,1.5,0,0.166666667,0,-0.004319333,-2,-0.333333333,0.5,-1,-2.666666667,-1.666666667,-1,1.333333333,2.5,0,0,0.5,0.333333333,0,0,0.5,-0.5,0.5,0,-0.166666667,0,-0.002532023,0,-0.5,0,0.166666667,0,0.00119154,2,0.5,-0.5,0,0.333333333,0,0,0,0,1,0,0,-0.5,-0.5,0,-0.833333333,0,0,0,0.333333333,0,0.003127793,0,0,0,-0.333333333,0,0.007596068,0,-0.833333333,0,0,0.333333333,0.333333333,-53.33333333,-11.66666667,0,-58.33333333,10.33333333,-111,25.66666667,-0.333333333,-21,H,H
0,1.5,0,0,0,2,1.5,0,0,0.5,-1.5,0,0,1.5,0,-1.5,0,0.5,0,-0.00536193,0,0.5,-0.002906132,1.5,1.5,0.5,-1.666666667,2.666666667,0,-0.5,0,0,-0.5,-0.5,-0.5,0,0,-2,0,-0.5,0,0,0,0.5,0,-2,0,0.014447423,0,-2,-0.000145307,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5,0,0,0,0.5,0.5,1.5,0,-0.5,0,0,0,0.5,0,-0.008191838,0,0.5,0.003632665,0,-0.5,-0.5,0.333333333,-1.333333333,-3.666666667,2.333333333,69,20,44,-186.6666667,0,0,3393,H,H
0,0.5,0,0,0,0.001624695,0,2,0,0,0,0.5,0,0.5,0,-0.5,0,-0.5,0,0,0,0.5,-0.5,0.5,-0.011205674,0,0.333333333,-0.333333333,0,-1.5,-1.5,0,-0.5,0.001624695,0,-2,0,1.5,0,-1.5,0,-1.5,0,0,0,-0.5,0,0,0,-2,0.5,0,-0.003262411,-0.5,-1.666666667,-1,0,0,0.5,0,1.5,0,0,0,0,-0.5,0,0,0,0,0,0.5,0,2,0,0,0,0.5,0,-0.5,0.006808511,0.5,0,1.333333333,1.666666667,0.333333333,-179.6666667,-7.666666667,-63,565,0,0,952,A,H
0,0.5,-0.001936253,0,-0.5,0,0,0.001042598,0,-0.5,-2,0,0,-0.5,0,1.5,0,-0.5,0,0,0,0,0,0,0.5,0,-1,0,0,-0.5,-0.00536193,0,0,0,-1.5,-0.002085195,0,2,0.5,2,0,2,0,-0.5,0,0,0,0,0,0.5,0,-0.5,-2,0,0,0,0,0,0.011170688,0,0.5,0,0.5,0.002532023,0,-0.5,0.5,-2,0,-0.5,0,0,0,1.5,0,0,0,-0.5,0,0.5,0.5,0,1,0,-8,-4,-679,-99,-155,-451,0,0.333333333,-1001,A,A
0,1.5,-0.5,0,-0.5,0.5,0.5,0,0,0,0.00528026,0,0,0,0,0,0,-0.000145307,0,0,0,0,2,-1.5,0,0,-0.333333333,-0.333333333,0,-0.5,0,0,1.5,0,-1.5,-1.5,0,-1.5,-0.001624695,0,0,0,0,0,0,0.004213891,0,0,0,0,-2,0,-0.5,-0.5,1.666666667,1,0,0,1.5,0,0,-0.5,0,0.5,0,0.5,-0.000406174,0,0,0,0,0,0,0.007846556,0,0,0,0,0,0.5,1.5,0.5,0,0,-5.333333333,-1,-299,-21,16,-693.3333333,-16,0,1008,H,H
0,0.5,1.5,0,-1.5,2,-0.005818786,-2,0,-0.5,-1.5,0.00178731,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.333333333,-0.333333333,0,-0.5,0,0,0,-0.5,1.48E-18,0,0,0.5,0.5,0.002085195,0,-0.5,0,0,0,0,0,-2,0,1.5,-0.5,-0.5,0,0,0,1.666666667,0,0,-0.5,0,0.5,-0.5,0.002216681,2,0,0,0,-0.00119154,0,0,0,0,0,0,0,2,0,-0.5,0.5,0,-0.5,0,-0.333333333,0,0,1.333333333,195,0,-80,279,-4,0,752,H,H
0,0,2,0,0.5,1.5,0,0,0,-0.5,0,-0.5,0,-0.000297885,0,0.5,0,0.5,0,-0.5,0,0.5,-0.5,0,0.5,-0.000692713,0,1.333333333,0,1.5,-2,0,0,-0.5,0,-1.5,0,0,-0.5,0.5,0,0.003723563,0,-2,0,-0.5,0,1.5,0,-1.5,0.5,0,0,0.001385425,0,-1.333333333,0,-0.5,0,0,-1.5,0,0,0.5,0,0.5,0.5,0,0,-0.003425678,0,0.5,0,0,0,0,0,0,0,0,-0.5,0.001801053,0,0,5.333333333,1,264.3333333,75,25,-440,6.333333333,0,820,H,H
0,-0.001489425,-0.5,0,0,0,0,0.5,0,0,0,-2,0,1.5,0,0,0,-0.5,0,0,0,-0.004319333,-1.5,0,0.5,-1.5,-2.666666667,-1,0,0.012809056,0,0,0,0,0,-0.5,0,0,0,0.5,0,-0.5,0,0,0,1.5,0,1.5,0,0.00119154,0.5,0.5,0,0,1.333333333,0.333333333,0,-0.00655347,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,-0.5,0,0.007596068,0,-0.5,-0.5,0.5,0,0,-18.66666667,0,-188,-143,-51.66666667,696,-3.666666667,0,-1368,A,A
0,0,-1.5,0,-0.007120023,0,0,0.5,0,-0.008042895,-1.5,-0.5,0,-0.5,0,-0.5,0,1.5,0,0,0,0,-1.5,-2,-2,-0.5,-1,0,0,1.5,0,0,0.004795118,0,1.5,0,0,0.008489723,0.5,0.5,0,0.5,0,2,0,0,0,0,0,1.5,0.5,0.5,0,-0.5,0.333333333,-0.333333333,0,-0.5,0.5,0,3.10E-18,0,-0.5,-0.5,0,0.003723563,0,0,0,0,0,-0.5,0,-0.5,0,0,0,-0.5,0,0.5,2,2,0,0.333333333,-7,0,172,-34.66666667,-60,207.6666667,0,0,-2760,A,H
0,0,0,0,1.5,0,0,0,0,0,2,0.5,0,0,0,0.003872505,0,2,0,0.5,0,0.5,-0.5,0.006367663,0,2,0,3,0,0,1.5,0,0,0.5,0.5,0,0,-1.5,-2,0,0,0,0,-0.002532023,0,-0.5,0,-1.5,0,0,1.5,-0.000692137,-0.5,-0.5,1,-1.333333333,0,0,-0.5,0,-0.5,-0.5,-0.5,0,0,0.5,0,-0.5,0,0,0,0.003127793,0,-0.5,0,0,0,-0.5,0,-0.007059801,0.5,-0.5,-0.333333333,-0.333333333,6.666666667,1.666666667,193.6666667,87,-29.33333333,93.33333333,13.33333333,0.333333333,1512,D,H
0,0,-0.001936253,0,0.5,-1.5,0.5,0.5,0,0,0,0,0,0,0,-1,0,0,0,0,0,-0.5,0.5,0.006367663,0,-2,0,3,0,0.5,-0.00536193,0,-0.5,0,-0.5,-0.5,0,0,1.5,-1.5,0,-1.5,0,0,0,0.5,0,1.5,0,0,0,-0.000692137,0.5,0.5,0.333333333,-0.333333333,0,-0.5,0.011170688,0,0,0.5,0,0,0,0,-0.5,0.5,0,0.5,0,0,0,-1.5,0,-0.5,0,0.5,-0.5,-0.007059801,-0.5,0.5,-1,-1.333333333,0,-0.333333333,-105,-7,23,-586.6666667,2.333333333,0,-497,D,H
0,-0.5,-2,0,-0.5,-1.5,0.5,0,0,0.5,0,0.00178731,0,0.5,0,-0.5,0,-0.5,0,0.5,0,0,0,0,-0.5,-0.000692713,0,2.666666667,0,0.5,2,0,0,0.5,0,2,0,0,0,0.002085195,0,0,0,1.5,0,0,0,0.5,0,0,0,0,0,0.001385425,-1,-0.333333333,0,0,0,0,1.5,0,-0.5,-2,0,-0.5,0,-0.00119154,0,-0.5,0,0,0,0.5,0,-2,0,0,0,0,0.5,0.001801053,0.333333333,-0.333333333,0,-1.333333333,-304.3333333,-7,-31,674.3333333,18.33333333,0.333333333,-1512,H,A
0,-1.5,0,0,0,-2,-2,-0.5,0,-0.5,0.00528026,0.5,0,-2,0,-0.5,0,-0.5,0,-0.00536193,0,0,0,0,-2,0,-1,0,0,0.5,0,0,0.5,0.5,2,2,0,2,-0.001624695,0.5,0,0.5,0,1.5,0,1,0,0.014447423,0,0.5,2,0,0.5,0,0.333333333,1.333333333,0,0,0,0,-0.5,0.5,0,-0.5,0,-0.5,-0.000406174,-2,0,0.5,0,0,0,-0.5,0,-0.008191838,0,-0.5,-1,0,0.5,0,0,-1.333333333,-6.666666667,1.666666667,229.3333333,-11,-9,392,8,0,-4059,A,A
0,-0.001489425,0,0,-2,0.001624695,0,-0.5,0,-0.5,0,0,0,-2,0,0,0,0.5,0,0,0,0,0,-0.5,0.5,0,0,0,0,0.012809056,1.5,0,0.5,0.001624695,0,2,0,0.5,-0.5,1.5,0,2,0,0,0,-1.5,0,0,0,1,-0.5,0,-0.5,0.5,1.666666667,0,0,-0.00655347,-0.5,0,0.5,0,0,-0.5,0,0,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,-0.5,-0.333333333,0,-7,-1,-184.3333333,-16,-17.33333333,480,18.33333333,-0.333333333,-1575,A,A
0,0.5,0,0,-0.007120023,-0.5,0.5,0,0,0,1.5,0,0,0.5,0,2,0,-2,0,0,0,0,-0.002906132,0.5,0.5,0,1,0,0,-1.5,0,0,0.004795118,0.5,-1.5,-0.5,0,1,-0.5,0,0,-0.5,0,-2,0,2,0,-0.5,0,0,-0.000145307,0,0,0.5,0,0,0,0,0,0,3.10E-18,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.003632665,-0.5,-1.5,-1.5,-1,0,11,-2.333333333,-609,-55,-39.66666667,-326.3333333,-3,0,720,H,A
0,-0.5,0.5,0,2,0,-0.005818786,0,0,0.5,1.5,-0.5,0,-0.5,0,0.5,0,0.5,0,0,0,-0.5,0.5,-0.5,-0.011205674,-0.5,0,-0.333333333,0,0,-0.5,0,0,-0.5,1.48E-18,0,0,-2,0,-0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,-0.003262411,0.5,-1,-1,0,0.5,0,0,-2,0.5,0.002216681,0,0,0.5,-0.5,1,0,0.5,0,-0.5,0,-2,0,0,0,0,-0.5,0.5,0.006808511,0,1,1.333333333,8,0.333333333,243,25,-48,-833,9.333333333,0,405,A,H
0,-2,2,0,1,0,-0.5,0,0,-0.008042895,1,0,0,0.5,0,0.5,0,-0.000145307,0,0,0,-0.5,0,1.5,2,0,1.333333333,1,0,0.5,0,0,-2,-0.5,0,0,0,0.008489723,0,-0.5,0,-0.5,0,-2,0,0.004213891,0,0,0,0,0,0,0,0.5,-1.333333333,-1.333333333,0,0.5,-2,0,0,0.5,0.5,0,0,0.003723563,0,0.5,0,0,0,0.5,0,0.007846556,0,0,0,0.5,0,-0.5,-2,-0.5,0,0.333333333,3,2.666666667,-21.66666667,-16,-18.66666667,-164,1.666666667,0,1515,H,H
0,1,-1.5,0,1.5,0,0,0,0,0.5,0,2,0,-0.000297885,0,0,0,0,0,0,0,-0.004319333,2,0,-0.5,2,1,1,0,-2,0.5,0,0,0,0,0,0,-0.5,0.5,-0.5,0,0.003723563,0,0.5,0,0.5,0,-1.5,0,0.00119154,-0.5,0,0,-1,0,0,0,0,0,0,-0.5,0,0,0,0,0,-0.5,-0.5,0,-0.003425678,0,-0.5,0,-0.5,0,0.5,0,0.007596068,-0.5,0,0.5,0,-1,-0.333333333,0,-4,515,112,11,-157.3333333,-9.333333333,1.333333333,1484,H,H
0,-0.5,1,0,-1.5,1.5,-0.5,0.001042598,0,0.5,0,-0.5,0,0.5,0,0.003872505,0,-1.5,0,-0.5,0,0,0,0.5,-0.5,0,0,0.333333333,0,0,-2,0,0.5,-0.5,1.5,-0.002085195,0,-0.5,0,-0.5,0,-0.5,0,-0.002532023,0,0,0,0,0,-0.5,-1.5,-0.5,2,0,-1.333333333,-2.666666667,0,0.5,0,0,0,0,0,0.002532023,0,0,0,2,0,0,0,0.003127793,0,0.5,0,0.5,0,0.5,0.5,0,-0.5,0,1.333333333,0.333333333,-8,0,93,-51.66666667,58.33333333,679,-4.333333333,0,-297,H,H
0,1.5,0.5,0,0,1.5,1.5,0,0,0.5,0,0,0,2,0,-0.5,0,0.5,0,-0.00536193,0,0.5,-0.5,0.006367663,1.5,0.5,0,3,0,-0.5,-1,0,0,0,0,-0.5,0,-2,-2,-0.5,0,-0.5,0,0.5,0,-0.5,0,0.014447423,0,-0.5,-0.5,-0.000692137,-0.5,0,0,-0.333333333,0,0,0.5,0,0,-0.5,-0.5,0.5,0,0.5,1,1.5,0,-0.5,0,0,0,0,0,-0.008191838,0,0,1,-0.007059801,0,-0.5,0,-1.333333333,8,0.333333333,202.6666667,64,34.66666667,286.6666667,0,0,3465,H,H
0,2,-1,0,-0.5,-1.5,0.5,0.001042598,0,-0.5,-1,0.5,0,-0.5,0,0,0,-0.000145307,0,0,0,0,2,0,0,-1.5,0,-0.333333333,0,-0.5,0,0,1.5,0.5,-1.5,-0.002085195,0,0,0,0.5,0,0.5,0,1,0,0.004213891,0,0,0,0.5,-0.5,-0.5,-2,0,1,1,0,-0.5,2,0,0,0,0,0.002532023,0,0.5,0,-2,0,0,0,0,0,0.007846556,0,0,0,-0.5,-0.5,0.5,2,0.5,-1,0,1.666666667,-1,-413.6666667,35,-69,-37,-15,0,-176,A,H
0,-0.5,1.5,0,-1.5,0,-0.5,0,0,-0.5,0,0.00178731,0,0.5,0,0,0,0,0,0,0,-0.004319333,-1.5,0,0.5,-2,-1,-1.333333333,0,0,-0.5,0,0,0,0,-0.5,0,0.5,0,0.002085195,0,-1,0,0,0,0,0,-0.5,0,0.00119154,0,0,0,0,0.333333333,1.333333333,0,0.5,0,0,0.5,0,0.5,1.5,0,0,0,-0.00119154,0,0.5,0,0,0,0,0,1.5,0,0.007596068,0.5,0,-0.5,1,0,0,-13.33333333,0,-880,-213.3333333,-61.66666667,60,-2.666666667,0,-648,A,H
0,-0.001489425,-0.5,0,2,1,0,0,0,0.5,-1.5,0,0,1.5,0,-1.5,0,0,0,0,0,0,-0.002906132,0,0,0.5,-0.333333333,0.333333333,0,0.012809056,0.5,0,-1,-0.5,-0.5,0,0,-2,0.5,0,0,0,0,0.5,0,0,0,2,0,-1,-0.000145307,0,0.5,-0.5,1.333333333,0,0,-0.00655347,0,0,0,-0.5,0.5,0,0,0.5,0,0,0,-0.5,0,0,0,0,0,-1,0,0,0.003632665,0,-0.5,0,-1,-1,-3,0,71,-38.33333333,36,-31,0,0,860,A,H
0,-0.5,0,0,-0.007120023,0.5,0,0.5,0,0,0.00528026,-0.5,0,0,0,0,0,2,0,0,0,-0.5,1,-2,0,-0.5,0,-1,0,1.5,0,0,0.004795118,-0.5,0,-1.5,0,-1,-0.001624695,0,0,0,0,0,0,-1,0,0.5,0,1.5,-2,0.5,-0.5,-0.5,-0.333333333,0,0,0,0,0,3.10E-18,0,0,0,0,0,-0.000406174,0.5,0,0,0,0,0,0,0,-0.5,0,0,0,0.5,1.5,2,1,1,-2.333333333,-1.666666667,-282.6666667,-35,-7.666666667,161.6666667,-3.666666667,0,-57,H,H
0,0.5,-2,0,-1,-0.5,0,2,0,-0.008042895,-1.5,0,0,0,0,-0.5,0,0,0,0,0,0.5,-2,-1.5,-0.011205674,0,-1,-0.333333333,0,0,0.5,0,0,1,-0.5,-0.5,0,0.008489723,0,0.5,0,0.5,0,0.5,0,0,0,1.5,0,-0.5,0.5,0.5,-0.003262411,-0.5,0.333333333,-0.333333333,0,-0.5,0.5,0,2,-0.5,0.5,-0.5,0,0.003723563,0.5,-0.5,0,-0.5,0,0,0,1,0,-0.5,0,0,0.5,0,0.006808511,0.5,0,2.666666667,-15,-8.333333333,-243,-9.666666667,61.66666667,1045.333333,7,0,-1581,A,A
0,0,-0.001936253,0,-2,1.5,-0.5,-1,0,0,-2,-0.5,0,0,0,0.003872505,0,-2,0,-0.5,0,0,0,1,0,0,-1.333333333,0.333333333,0,-0.5,-0.00536193,0,0.5,-0.5,0,1,0,1.5,0.5,1.5,0,1.5,0,-0.002532023,0,0,0,0,0,0,-1.5,-1,0,0,0,-1,0,0.5,0.011170688,0,0.5,0,0.5,0,0,-0.5,0.5,0,0,-0.5,0,0.003127793,0,2,0,0.5,0,0,0.5,0,0,0,1.333333333,0,-20,-16.33333333,-131.6666667,-63,34.66666667,420,-1.666666667,0,-1305,H,A
0,0,2,0,0.5,0.001624695,0,0,0,0,0,0,0,-0.000297885,0,0,0,0,0,0,0,1,-0.5,0.5,-0.5,-0.5,0.333333333,0,0,1,-2,0,-0.5,0.001624695,0,-1.5,0,0,0,-1.5,0,0.003723563,0,-0.5,0,-0.5,0,0,0,-2,0.5,-0.5,0.5,0.5,-3,-1.333333333,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,-0.003425678,0,0.5,0,0.5,0,0,0,0,0,0,0,0,1.333333333,1.333333333,9,8,24.33333333,0,-48,1143,18.66666667,0,1120,H,H
0,0,0.5,0,2,-0.5,-0.005818786,2,0,0,1.5,0,0,-1,0,0.5,0,0.5,0,-0.5,0,0,0,-0.5,0,-0.000692713,0,-0.333333333,0,0,-2,0,0,0,1.48E-18,-2,0,-0.5,-0.5,0,0,0.5,0,-1.5,0,0,0,1.5,0,-1.5,0.5,0.5,-0.5,0.001385425,-1,-1,0,0,0.5,0,-2,0.5,0.002216681,0,0,0.5,0,0,0,0.5,0,0,0,-0.5,0,0,0,0.5,-0.5,0,0.5,0.001801053,0.333333333,1.333333333,7,0.333333333,373.3333333,58.33333333,17.33333333,-161.6666667,8,-0.333333333,740,D,H
0,-0.001489425,0.5,0,-1,-1,-0.5,-0.5,0,-0.5,0.00528026,0.5,0,-2,0,-0.5,0,0,0,0,0,0.5,-1,1.5,-0.5,0,0,0,0,0.012809056,-0.5,0,0,0.5,2,2,0,2,-0.001624695,0,0,0.5,0,1.5,0,-1,0,-2,0,-0.5,2,-0.5,0,0.5,0,-1.666666667,0,-0.00655347,0,0,0,0.5,-0.5,-0.5,0,-0.5,-0.000406174,-0.5,0,0.5,0,0,0,0,0,1,0,0,0,0,0.5,-0.5,0,0.333333333,-7,-2.666666667,306.6666667,52,-7,87,11,0,-1628,H,A
0,-2,0.5,0,0,0,-2,0.001042598,0,0,2,0,0,-1.5,0,-0.5,0,-0.5,0,-0.00536193,0,0,0,-0.5,-2,1.5,-3,0,0,0.5,0,0,0.5,0,2,-0.002085195,0,0,0,0,0,0,0,0.5,0,0,0,0.014447423,0,0,0.5,0.5,2,-0.5,1.333333333,0,0,0.5,-0.5,0,-0.5,0,0,0.002532023,0,0,-1,0,0,0.5,0,0,0,0.5,0,-0.008191838,0,0,-0.5,0,0,0,0.333333333,0,-46.66666667,-7,-256,-165,9.666666667,538.3333333,32,0,-2420,D,A
0,0,0,0,0.5,0.5,0.5,-1.5,0,0,-0.5,-0.5,0,-0.5,0,1,0,0,0,0,0,-0.5,0.5,0.006367663,-0.011205674,-0.5,0,1,0,0,0.5,0,0,-1,0,0.5,0,1,2,0,0,0,0,-0.5,0,0.5,0,-1,0,0.5,0,-0.000692137,-0.003262411,0.5,0.333333333,-0.333333333,0,0,-0.5,0,-1.5,0.5,-0.5,0,0,0,-0.5,0.5,0,0.5,0,-0.5,0,-1.5,0,0,0,0,-0.5,-0.007059801,0.006808511,0,-1,0,0,-0.333333333,41.33333333,-26.66666667,-111,-370.3333333,20,0,-603,H,H
0,-0.5,-2,0,-0.5,0.001624695,0.5,0,0,0,0,0.00178731,0,-0.5,0,0,0,0,0,0,0,0,0,-0.5,0.5,0.5,0.333333333,0,0,1,2,0,0.5,0.001624695,0,2,0,0,-0.5,0.002085195,0,1,0,0,0,0,0,2,0,1,0,0.5,-0.5,0.5,0,1,0,-0.5,0,0,0,0,-0.5,-2,0,0,0.5,-0.00119154,0,-0.5,0,0,0,0,0,-2,0,0,0,0,0,-1,-0.333333333,-1,5.333333333,1.333333333,-253.3333333,23,-35,74.66666667,6.666666667,0,-1575,A,A
0,0,0,0,-2,0,-0.005818786,-1.5,0,-0.5,0,0,0,0.5,0,1.5,0,-0.5,0,0,0,0,-0.002906132,0.5,0.5,0,-0.333333333,-0.333333333,0,0.5,0,0,1,0,1.48E-18,0,0,2,0,0.5,0,-0.5,0,-0.5,0,1.5,0,-2,0,1.5,-0.000145307,0,0,-0.5,-0.333333333,1,0,-0.5,0,0,0,0,0.002216681,0.5,0,-0.5,0,-0.5,0,0,0,0,0,0,0,1,0,-0.5,0.003632665,-0.5,-0.5,0.5,2.666666667,0,-5.333333333,0,-345.3333333,-72.33333333,-48,200,-6.666666667,0,-539,H,H
0,0,0,0,0.5,-0.5,-0.5,0,0,-0.008042895,1.5,0.5,0,-0.000297885,0,0,0,-0.5,0,0,0,-1,2,1.5,0.5,0.5,0,2.666666667,0,-1.5,0,0,0,0,0.5,0,0,0.008489723,0,-0.5,0,0.003723563,0,0,0,0,0,-1.5,0,0.5,-0.5,0,-0.5,-0.5,0.333333333,-0.333333333,0,0.5,0,0,-0.5,0.5,0,0,0,0.003723563,-0.5,0,0,-0.003425678,0,0,0,0.5,0,0.5,0,0.5,-0.5,-0.5,0,0,-0.333333333,-0.333333333,0,0,272,113.3333333,-22.66666667,-1020,-9,-0.333333333,1152,D,H
0,-1.5,0,0,2,0,0,1,0,0,1,0,0,0,0,0.003872505,0,-0.000145307,0,0.5,0,0,-2,-0.5,0.5,1.5,0.333333333,1.666666667,0,0.5,1,0,-2,0,0,0,0,0.5,0,0,0,0,0,-0.002532023,0,0.004213891,0,0,0,0,2,1,0,0,0,-0.333333333,0,0,-2,0,0,0,0,-1,0,-0.5,0,0,0,0,0,0.003127793,0,0.007846556,0,-0.5,0,0,0,-0.5,-1.5,-0.5,-0.333333333,0,2.333333333,4,118.3333333,-9,9,-165,0,0,455,H,H
0,1,0.5,0,2,1.5,-0.5,0,0,0,0,1,0,-1,0,0.5,0,0.5,0,-0.5,0,-0.004319333,1.5,0,0,-0.000692713,0,0,0,-0.5,-1.5,0,0,-0.5,0,-1.5,0,-0.5,0,0,0,1,0,-1.5,0,0,0,0,0,0.00119154,0,0,0,0.001385425,-0.333333333,0,0,-0.5,0,0,-2,0,0.5,0.5,0,0.5,0,-1,0,0,0,0,0,-0.5,0,0.5,0,0.007596068,-0.5,0,0,0.001801053,0.333333333,0,30.33333333,5.333333333,768,202.6666667,24,136,6.666666667,-0.333333333,1892,H,H
